word,1,2,3,4,5,6,7,8,9,10,11,12
record_nn,0.864353115836054,0.789002745572736,0.719258885761488,0.657462464498815,0.627235698372509,0.58071207185571,0.575103584247769,0.537054971101085,0.506675412869086,0.50988461274576,0.554767113827036,0.551380557736714
stroke_vb,0.895257050198727,0.871168880322618,0.829117675794594,0.788777384995805,0.770667615726264,0.742810814575208,0.709915366227124,0.681628689830951,0.650412791695474,0.647362258473648,0.693834664135363,0.678986400262206
circle_vb,0.877966361826374,0.810153648536357,0.747801597629275,0.705176154133819,0.699346947757498,0.69113595819899,0.658197406551668,0.612551512010987,0.56416739188726,0.581118279518116,0.660635602020082,0.651635274134931
word_nn,0.881486100893637,0.790580330685245,0.733309015107866,0.65282136415783,0.627980134567827,0.593923139004259,0.560892515948131,0.539404158322938,0.516551734718633,0.518132339667505,0.570674973980738,0.58215326568872
head_nn,0.864800522390413,0.807857924410831,0.715235973581929,0.665724526091536,0.642584103409369,0.612034804485988,0.580157230497454,0.529423413453309,0.474113327035284,0.45675256683229,0.517921599480084,0.540089559181355
land_nn,0.869939776541424,0.818598593110392,0.752948764277385,0.687700325997438,0.653589886239945,0.619176703620636,0.594480582194802,0.561307232377839,0.541199344924749,0.53074482167925,0.582294092328253,0.568397470426662
ball_nn,0.895870009731015,0.81563471480868,0.73135666700416,0.682665805615093,0.644153446096191,0.614770698665204,0.610728857777063,0.59645626367055,0.559458665030631,0.54801254739761,0.568227965786265,0.563201022591709
chairman_nn,0.880571255541778,0.869257452848996,0.801936746439128,0.734641259079985,0.712750853068364,0.657836095727172,0.639735144780128,0.612963489870896,0.631119158197437,0.640200875220841,0.6848568398326,0.676227318510109
face_nn,0.887748945108638,0.85712978702254,0.777998982470607,0.719632601227809,0.703384106836753,0.668223528968611,0.652277580313217,0.621706075949613,0.581867539878349,0.568583607412679,0.6084576970933,0.613142665639085
relationship_nn,0.8489379874497,0.806945467400142,0.770567283845478,0.737693225754379,0.735747944230507,0.688850010603643,0.65668639262511,0.645952707415534,0.615819101317364,0.609057625319281,0.658434435413183,0.651507160385526
