word,instances,1,2,3,4,5,6,7,8,9,10,11,12
record,1156,0.8596459379180489,0.7854933073448733,0.7232154395514258,0.6399916814384395,0.5900119390532348,0.5359171330175251,0.5194925638651676,0.4860986616742763,0.4585861164354025,0.460157600323277,0.5190764254904877,0.502383268983117
stroke,219,0.8881238484871032,0.8435429019500701,0.800338581859239,0.7592704392294496,0.7325521919525672,0.7007048103992233,0.6602476527152445,0.6356568140176768,0.6212869069527424,0.6403756043907085,0.7030700159174752,0.676620718343762
circle,224,0.8671069835109217,0.8074396660934459,0.7483121653151276,0.7069020141787173,0.7043186616651299,0.679648850005762,0.6428209831705466,0.598617797286693,0.5609497642389175,0.5928210949168459,0.6770866792804152,0.6442232895535127
word,3120,0.8887334130080811,0.8181590362074,0.7508959612435746,0.6636452124978195,0.6265666510445057,0.5694231069222072,0.5250522679746567,0.49957821740573777,0.4825702979220517,0.4894174526456692,0.5464697752354052,0.5550463895092427
head,4035,0.8738351596173543,0.8057295395297397,0.718619263722482,0.6656363466733844,0.6402446746709359,0.5947907810317978,0.5485442833884254,0.48631449192380355,0.4435567217694584,0.43620510648480926,0.5089247579934967,0.5102494959767393
land,1592,0.8575544074205558,0.7850912272172118,0.7169284419983303,0.6668992925249245,0.6366462473872577,0.6004899153528693,0.5757715493368901,0.5410304371450063,0.5214300481059333,0.5248334054114374,0.5963242689679489,0.5565152061974153
ball,856,0.8953380420897681,0.8279216601762992,0.7577130771068665,0.702700913782953,0.6504391766001033,0.6293333721547242,0.610586726064629,0.5792419044578727,0.5601357831354642,0.5507103381291721,0.5818390656681851,0.558986808157732
chairman,675,0.8668821198990848,0.841156193349555,0.7869981706382181,0.7267259375927723,0.6916480501980189,0.6450205853190025,0.6435509020819193,0.609569854677896,0.6081058069860192,0.6162290405797387,0.6761853164051218,0.6385438578709729
face,3848,0.8810084173528678,0.8275643943366565,0.7651085901231044,0.7152173555890097,0.6803329618005677,0.6336275980441985,0.6067453054120677,0.5665733752831875,0.5157946874480596,0.5101353894817423,0.5742106887760733,0.5596327722461701
relationship,823,0.861851865069089,0.8191509070914292,0.7608116579761415,0.6950419865418235,0.6839449395744076,0.6442537711838425,0.6174702135499038,0.610361504036435,0.5981475439470546,0.6051746100696646,0.6629332934941041,0.622415468079332
edge,1037,0.8711341464042545,0.8318028289455626,0.7553945626099023,0.697645773045611,0.6654155557009885,0.6254004336024205,0.5971391211168918,0.5482365997697087,0.5116147787073589,0.5173766433730836,0.5874103345196744,0.5770903846149029
pin,210,0.8908184066099087,0.8269921270582555,0.7342140116216817,0.6586439873504595,0.625076467079898,0.569201066958983,0.5188441137975266,0.501475000802464,0.4863819075298896,0.5187385044844283,0.5993918919813174,0.5574518133171275
part,3158,0.8636541453570894,0.7790108691988885,0.7227817549391458,0.6080676470562347,0.538379742034526,0.4746832895757183,0.4344460992301667,0.39412184611635714,0.38544121464455977,0.4033399758447129,0.4940179329542506,0.4936365390644104
plane,743,0.8671273535513324,0.807508795436651,0.74047434454103,0.6840079535211632,0.6517572413294255,0.6216941441212929,0.5945323350816994,0.5868958695650318,0.5816321035618357,0.6211563066089568,0.6640036160822477,0.6280287320653051
bag,888,0.8731853732510255,0.8275256570475262,0.7823607475046789,0.7353807439915239,0.7189985386033596,0.6910318839719466,0.6607216211666188,0.6345082426755981,0.6095050749469867,0.6130670775934105,0.6695335333693566,0.6480722069458488
stab,114,0.8980598388631009,0.8551255595126964,0.7861834006952844,0.6967594230643268,0.6779250511099992,0.6417843219360715,0.6154132232479456,0.5936311015503837,0.5568886132477937,0.5705436068539145,0.6402357758303788,0.6038569654483378
contemplation,110,0.8930440284989097,0.8962998926689268,0.8792359559907825,0.8646992500172346,0.8732569325457422,0.8438943328610851,0.8303959005469576,0.8071441793561082,0.8008831574481363,0.8145903870301807,0.8379803779624322,0.8478843794453631
attack,803,0.8629107671180153,0.8031252119569919,0.7524896139462963,0.678089281804435,0.6605785796454332,0.6224500830961163,0.5910331058485093,0.5839605153036225,0.5528324505434451,0.5547873723209388,0.6133783919090602,0.6062657317020503
player,919,0.8651938397700432,0.8071805902137902,0.735044591666997,0.6717608425323766,0.6476824679951009,0.617768609141209,0.5944182357173903,0.5823847725147211,0.5740889124260086,0.5863574657970388,0.6306232789455183,0.5926316217992256
tree,1552,0.8608501042213387,0.8209017778456944,0.777748524130767,0.7262948372728204,0.7119146858539025,0.6749827175851308,0.6744227695698103,0.6503040556643593,0.6529695047989404,0.643697104666278,0.7003676351476634,0.672322435013018
bit,611,0.8709480472699263,0.7986586310101561,0.7468425354339385,0.6766734698566489,0.6280559200730835,0.5797191516924658,0.5491162724287802,0.49985631224307636,0.46285293398952276,0.4784129200186134,0.5405053256934689,0.5266158023463567
graft,109,0.875073372396206,0.856541221274675,0.8338752184601167,0.7921315622884645,0.7728198081548628,0.7327027838022742,0.7162784754804636,0.687474071827625,0.6694942550354575,0.6847234388779833,0.7247944498422637,0.719080375432158
savage,128,0.8640953948589292,0.8281042888525902,0.7909285407660045,0.7518583481075374,0.7457333995747989,0.7136485257119997,0.6767912362885522,0.6361949823312755,0.6036085984559627,0.6294789915669738,0.6826842505499486,0.6382775537405662
fiction,325,0.878995029125911,0.8415726271517936,0.7899282888345003,0.7194996477894181,0.6766363801677682,0.6587286394885462,0.6249607913084293,0.6067407252838356,0.5866905217440154,0.5934661862189048,0.6249713753363346,0.6051321163023525
gas,672,0.8754324319088157,0.805860507410049,0.744156135738025,0.6697061950688915,0.6233799091487601,0.5958160612488684,0.5775669746079224,0.5756703122163308,0.5714381450447334,0.5660652140315777,0.5910158259277927,0.5609913080921193
risk,622,0.8965443203860347,0.8372672492925568,0.7619042641687648,0.7068057127922696,0.6857512340084398,0.6704970442313807,0.6290689807188131,0.6052319492642988,0.5924936209355381,0.582659331130143,0.612861955120372,0.5984362035332549
rag,205,0.8996797205100842,0.8392300240421112,0.7847878251076885,0.7347966314274292,0.6980860112273254,0.6651002676477847,0.6431017282161914,0.5770804915315281,0.539391972755257,0.5366367722914471,0.6023948417959574,0.5649939717601099
tip,233,0.8779550798372949,0.8144281810912857,0.7328257004533167,0.6609969989856849,0.6279102662434606,0.5920937895924802,0.5531926963594656,0.5048093397081542,0.46940599269894817,0.4908749691075751,0.5813178575539952,0.5443870690895888
multitude,129,0.8611188940776064,0.8160591900363102,0.7827452108437238,0.7419278889880047,0.719684753718591,0.6917579827555852,0.6709682395421835,0.6301771136246217,0.596551227116192,0.6021627247218013,0.6709152947057241,0.6417958739524087
prop,143,0.8879077323232392,0.8314892495076527,0.7546231550652793,0.6962698615796106,0.6539186618603545,0.6185508167979683,0.593203280684303,0.5317333777596842,0.48829370571523656,0.4975110408908262,0.573838356920126,0.5297470095239107
twist,178,0.8673349321474993,0.8096820095005712,0.7519611466924538,0.6957190931959545,0.6675101866807165,0.6501163488485348,0.619402525380007,0.5629191832497621,0.5223706422862814,0.5311397436928432,0.6081808109151169,0.5686604192860352
lane,278,0.8619503214495945,0.8029941688995004,0.728228926943472,0.6811983862644734,0.6393010793198388,0.6081622803105635,0.5717419586413724,0.5319244751381483,0.5045645403338139,0.5160769567137783,0.5748760095804422,0.5528693989267957
ounce,204,0.8768495080218411,0.826892137127338,0.7681358569050416,0.7373049769391878,0.6958276704954063,0.6560184752625635,0.6488453365922101,0.6072719987522492,0.5800600061983828,0.5905837617086971,0.630204383364095,0.6430582264523731
lass,102,0.9049467893855777,0.8607106886195155,0.7999797011435413,0.7423548096014536,0.7092182642856725,0.6695770364181668,0.6364230982332965,0.5626582721325292,0.5064358980163651,0.5292992037237327,0.5904622890490556,0.5536885612151202
donkey,145,0.8840402091542879,0.8510411289688271,0.7974422630051087,0.7467484602240767,0.7356747338769536,0.694773618785586,0.6747521234654832,0.6424406539491767,0.6079320453706829,0.6128197650057603,0.6639988882788297,0.6289974594938343
thump,117,0.8753197704080351,0.8555263362906164,0.8175231734542695,0.7862387610472588,0.7658280487472316,0.7505811456642494,0.7188712693652044,0.670245815625136,0.64546896290224,0.652714695220425,0.7095853975396784,0.6893168622822737
quilt,183,0.8870139114421345,0.8253343352639825,0.7786755840434603,0.7340814365407464,0.7068691038336616,0.6696706062529185,0.6532216392887438,0.627137488762781,0.5942755260031152,0.594946550813257,0.6331612258596563,0.6187786457990015
