word,1,2,3,4,5,6,7,8,9,10,11,12
Schmiere,0.886860990295281,0.867572303305616,0.848303645694491,0.803452934978247,0.761796354463497,0.744799842426793,0.710259940053567,0.727679976349514,0.733177158536693,0.782012703530967,0.829745331296214,0.790405171909478
Knotenpunkt,0.888341749463248,0.858338956142437,0.852879581639008,0.802055795738407,0.757667512720598,0.722744509265051,0.690902488998517,0.704231698559705,0.707807010982771,0.762311216509943,0.809509452033125,0.75614717173811
Naturschönheit,0.861379125106718,0.884164010352294,0.885562694840198,0.86547472054096,0.839167367539204,0.832705637968743,0.797174612509685,0.817974659184168,0.825044510052527,0.864859390354096,0.898322553389353,0.869476290281361
Mißklang,0.875347113917542,0.864855545288529,0.861912961942511,0.841888109551369,0.813350878213353,0.785569133123762,0.731887693258535,0.746807191398575,0.751949388775935,0.802793795249414,0.839390953756728,0.801101822898073
Gesichtsausdruck,0.884350066952186,0.887898963453746,0.887447460818999,0.877104577345423,0.847561902740214,0.830611995423194,0.783280914608795,0.803530272186393,0.808488343812451,0.845932981188935,0.881216034782995,0.848840923096874
Abgesang,0.861686415395918,0.858197634528615,0.857227919345458,0.829201340922843,0.795008711950799,0.778412391723119,0.754091178417045,0.775863242810215,0.791439676870736,0.843010993065918,0.876444225365593,0.835426191323909
Dynamik,0.854985441633912,0.857471959577884,0.839035896720782,0.802641291077671,0.773068248834766,0.760358707566079,0.728690209382219,0.732090006858273,0.72227380803374,0.762109145180124,0.78626597513918,0.736245801442308
Festspiel,0.898794216720425,0.89011870048484,0.881068139319517,0.859562772780049,0.840166923464561,0.816698429876444,0.786397882237726,0.800480383269641,0.799335540216796,0.839834507971394,0.879074441462147,0.834132251447561
verbauen,0.861562486906287,0.848547429481532,0.83325803533946,0.805705832017352,0.735439845159942,0.69528366463975,0.649613488818069,0.674875518702485,0.67317787938309,0.722204822738864,0.776077225435929,0.72354073630676
Seminar,0.87485028924144,0.868272667749475,0.832995641239483,0.792458466476082,0.765583606238293,0.763609375903797,0.735930627195406,0.739016284724049,0.725858236125681,0.774947139481266,0.820544971005584,0.768332595926783
Unentschlossenheit,0.870591448043522,0.890532303232896,0.903985867270252,0.899807819211692,0.881080103422466,0.862033911483329,0.806115444626724,0.825404371587854,0.831001829473596,0.870703969629187,0.898551422692182,0.863636319135365
weitgreifend,0.862684772926427,0.891338917737206,0.887951139774587,0.857312941184593,0.822871193467151,0.797079470806888,0.751161074354535,0.766677987806144,0.771388975814694,0.813680905907873,0.859166687206617,0.827338554053789
artikulieren,0.878575904337305,0.874466069221218,0.886002617471752,0.860299589444433,0.796461891493973,0.743417400529272,0.702189332974856,0.723821320845884,0.731818247231595,0.783192272634969,0.832376269309023,0.795005521427324
Ackergerät,0.881952633370461,0.897457536439191,0.88019156918986,0.85367494731647,0.834448460674933,0.817350640645754,0.791291658919681,0.80888851429722,0.81110493490419,0.847279106824466,0.881038764932756,0.83820533788402
Eintagsfliege,0.878861252862708,0.887101952182619,0.888009126697268,0.881633623426122,0.855220975172251,0.8292243334285,0.778734091940081,0.796428692071958,0.796299657053816,0.83393940206309,0.872229050835571,0.830387729600557
überspannen,0.861617207377337,0.860792663195266,0.873708602400269,0.850712524516142,0.791909834127023,0.746998989172545,0.682779165421962,0.701922323242311,0.696096590117625,0.750663869426897,0.805958966605574,0.75457638607996
abgebrüht,0.87061975302086,0.892303196151578,0.896024994818228,0.882262541365529,0.841699757421064,0.809637746256259,0.790994698832196,0.818285053891558,0.832111867617757,0.868626114365364,0.899808666092299,0.875301396267282
aufrechterhalten,0.836599563285348,0.8563872254989,0.853593762658069,0.821425722935349,0.780934734217787,0.715717879815954,0.69179286012327,0.704597427130897,0.709055982465329,0.752977625644149,0.795463207551247,0.738170376492007
Ohrwurm,0.775818121051177,0.804356103906265,0.823045652264204,0.803479879483198,0.787175312409034,0.789099369522853,0.761142797806324,0.781802480419477,0.784471426560329,0.820857424460925,0.864198355109264,0.821431673413668
Pachtzins,0.863275864265869,0.886730370733902,0.880442614095253,0.860744332816758,0.844086287636184,0.842095260597594,0.81256967067075,0.839227341286406,0.84559619611735,0.880373507134827,0.913403965522725,0.887312679960017
Engpaß,0.867705887243335,0.879406004684207,0.87544016878546,0.8592998544927,0.824226329521632,0.794674655500753,0.740128379269147,0.763499996489213,0.774192264786473,0.816610416586016,0.852511810281394,0.829636065054823
